"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"20",ABCF2,0.484509990077564,-0.00464747248213361,0.053303607569919,-0.0871887043674757,0.930521517773082,NA
"21",ABCF3,0.221926108513968,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"22",ABHD2,0.615248941580559,-0.0262251934500692,0.0735038714470116,-0.356786560133431,0.721251598439168,NA
"23",ABHD5,0.243177030818236,-0.00272019901159456,0.0445846591447948,-0.0610119952416893,0.951349656032444,NA
"24",ABI1,0.346552717466097,0.0417371862188852,0.0574712412531213,0.726227332294105,0.467699418858128,NA
"25",ABI2,0.232952937706026,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"26",ABI3BP,0.947809337561532,0.0286802799402397,0.0899944473510459,0.31868943900911,0.749962023865544,NA
"27",ABL1,0.832405765953223,0.00950034018245677,0.0791216840499868,0.12007252242577,0.904425698813346,NA
"28",ABL2,0.232952937706026,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"29",ABLIM1,1.36561074085099,-0.0625430208340806,0.0969837128598477,-0.644881691882247,0.519003856950915,NA
"30",ABLIM3,0.372614010763899,-0.020740755369304,0.058513449305332,-0.354461335223559,0.722993175438597,NA
"31",ABP1,0.237814477687458,-0.00267997343889962,0.0442580081867004,-0.0605534127879021,0.951714876604979,NA
"32",ABR,0.970733862737203,0.0390165683438575,0.101933686645841,0.382764222777665,0.701894591035537,NA
"33",ABT1,0.237814477687458,-0.00267997343889962,0.0442580081867004,-0.0605534127879021,0.951714876604979,NA
"34",ACAA1,0.521820981715118,-0.0516571458604236,0.0696027293203879,-0.742171267776597,0.457983574467399,NA
"35",ACACA,1.00716390544753,-0.0620575870951187,0.0983653166447435,-0.630888906902481,0.528113165601046,NA
"36",ACADL,0.45553108936292,-0.0296562242691623,0.0440863492650921,-0.672684964020017,0.501147735341023,NA
"37",ACADM,0.283135637236104,-0.0232233803163106,0.0467079430383851,-0.497204090045784,0.619045137496228,NA
"38",ACADVL,0.691469765197497,0.0531589114363216,0.0675498177444015,0.786958621227773,0.431306089301105,NA
"39",ACAP1,0.238685344479014,-0.00268655585394409,0.0443116340121988,-0.0606286794390044,0.951654932642571,NA
"40",ACAP2,0.697555063888884,0.0170591328885657,0.058144446667641,0.293392299114604,0.769222311018276,NA
"41",ACAT2,0.340888441404818,0.0415014805765309,0.0573122681473308,0.724129089950592,0.468986486978024,NA
"42",ACBD3,0.482706198229327,-0.00722565131764401,0.068671571434728,-0.105220416056912,0.916200910974418,NA
"43",ACBD4,0.636342797254644,-0.0336285158030238,0.0799018562495424,-0.420872772942823,0.673847987865413,NA
"44",ACBD5,0.612455149447289,0.00787438404333993,0.0647166718471616,0.121674737259921,0.903156621301224,NA
"45",ACE,1.02594980240851,-0.0565750858067436,0.0927986330826722,-0.60965430122599,0.542090832726337,NA
"46",ACHE,0.900494384047358,0.00743015869056862,0.0878347660479366,0.0845924572340017,0.932585395829628,NA
"47",ACIN1,3.7252917156282,0.162677665742048,0.145275839807936,1.11978472096336,0.262805511786618,NA
"48",ACLY,0.591954562762678,0.0108029577354941,0.0650006898454744,0.16619758592064,0.868001459184656,NA
"49",ACO2,0.224562834017056,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"50",ACP1,0.6064210197438,0.0427182479881076,0.066325560627988,0.644069158008465,0.519530588986966,NA
"51",ACRBP,0.227288661644747,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"52",ACSL3,0.221926108513968,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"53",ACSL4,1.66604314073485,0.0662457956618341,0.120635030243542,0.549142280878901,0.582907811293893,NA
"54",ACSL5,0.69842593068044,0.0222954393843095,0.0664750120656055,0.335395792968126,0.737326541092719,NA
"55",ACSS1,0.906617615875451,-0.034828705599669,0.0883381299828257,-0.39426582390232,0.693384792575046,NA
"56",ACTA2,1.68372125876382,0.0491794242041331,0.103455919099577,0.475365978400884,0.634526139456116,NA
"57",ACTB,15.4548064582788,0.25595357274632,0.157805756686449,1.62195333123927,0.104813341080648,0.68078132774856
"58",ACTBL2,17.5013465621832,0.136250816219791,0.197495652598441,0.689892736509107,0.49026164391911,0.935380227271857
"59",ACTBL3,40.3999084631402,0.013158263551073,0.175801798187375,0.0748471499537705,0.940336326761522,0.998147377308631
"60",ACTC1,2.04218618265909,-0.113094488322941,0.128702930277601,-0.878725045956652,0.379550375199699,NA
"61",ACTG1,14.5786801879288,0.299237848615879,0.198428643088327,1.50803756936784,0.131544911891727,0.719294821784238
"62",ACTG2,5.76497139475363,0.0335542121097123,0.166969278424049,0.200960394788886,0.840729542637855,0.99420197030658
"63",ACTL6A,0.352285124239086,0.0109554036706655,0.0576850298275301,0.189917621667538,0.849373683680633,NA
"64",ACTN1,2.60597516881752,0.0563145132748779,0.134005524013034,0.420240237778559,0.67430996276572,NA
"65",ACTN4,5.95255551781119,0.0408873422974948,0.175571661824163,0.232881217120585,0.815853644051798,0.99391093876288
"66",ACTR1A,0.488068751360106,-0.006644283294221,0.0688212469711457,-0.0965440701329738,0.923088474465229,NA
"67",ACTR2,2.85827440544359,0.103760472390144,0.135453148605997,0.766024809744066,0.443661540165614,NA
"68",ACTR3,3.30487658984047,0.0637742269756,0.155380358498101,0.41043943772584,0.681483621193332,NA
"69",ACTR3B,0.665431641110638,-0.119998060781282,0.0772690583095408,-1.55298981774268,0.120425567205403,NA
"70",ACTR6,0.34391599196301,0.0301866948444713,0.0490237535847663,0.615756498373303,0.538055242292042,NA
"71",ACVR1,0.254573713652504,-0.0217911462407508,0.0452645779186409,-0.481417197348409,0.630220016531529,NA
"72",ACVR1B,0.485342923732415,-0.0055746358679602,0.0615561239402546,-0.0905618403356724,0.927840754289125,NA
"73",ACVR1C,3.1484736225348,0.111905537276142,0.142468099535692,0.785477855329336,0.432173449014617,NA
"74",ACVR2A,1.45714955099598,0.0196057092515158,0.103612837361181,0.189220850918047,0.849919726188797,NA
"75",ACVRL1,0.244047897609792,-0.00272671858192194,0.0446373642226653,-0.0610860123442819,0.951290708878933,NA
"76",ADAM10,2.42183908733728,0.0510595616962559,0.13700121374145,0.372694228772426,0.709376032274477,NA
"77",ADAM17,0.836002460372471,0.00998696688329755,0.0805229385821161,0.124026358937621,0.901294404777598,NA
"78",ADAM19,0.776741379798889,0.049043037539185,0.0512451839044904,0.957027252172425,0.338553499979562,NA
"79",ADAM28,0.490095412356037,0.0287618626369411,0.0619161618196071,0.464529159942744,0.642268672716747,NA
"80",ADAM8,0.221926108513968,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"81",ADAM9,0.373769804968275,0.00825804933470665,0.0502183447459794,0.164442881908564,0.869382508137663,NA
"82",ADAMTS1,0.369977285260812,-0.0206624153494569,0.0584053425640503,-0.353776117772059,0.723506672768394,NA
"83",ADAMTS2,4.6331393764475,0.135224309144574,0.167036172399637,0.809551052337622,0.418198249844797,0.91630963060053
"84",ADAMTS6,0.63283520496,-0.02875102771448,0.0737165399361606,-0.390021394647371,0.696520726607188,NA
"85",ADAMTS7,1.1313659137233,-0.0407342084027946,0.0734789532491088,-0.554365659846803,0.579328622649609,NA
"86",ADAMTS8,1.04096730479044,-0.115036895338352,0.10070600506534,-1.14230422767454,0.253327584564214,NA
"87",ADAMTS9,0.489292510070061,-0.00475509596357181,0.0617029254516898,-0.0770643519535359,0.938572351653919,NA
"88",ADAMTSL3,0.601997297910157,0.014110993837298,0.0726327218459472,0.194278742124344,0.845957629836168,NA
"89",ADAP1,0.349648398735998,0.00792250070244428,0.0492040093255332,0.161013316009049,0.872082912826188,NA
"90",ADAR,0.70555434252275,0.030719849411925,0.0768539723041841,0.399717132256188,0.68936487205115,NA
"91",ADARB1,0.238685344479014,-0.00268655585394409,0.0443116340121988,-0.0606286794390044,0.951654932642571,NA
"92",ADCY2,0.37354693582058,-0.0151393968962929,0.0501446701332582,-0.301914378059728,0.762717334819024,NA
"93",ADCY4,0.369607431618602,0.0111844815261144,0.0582715805731499,0.191937157291868,0.847791431210817,NA
"94",ADCY6,0.374468971600034,-0.0208070328836498,0.0586047396719083,-0.355040104266915,0.722559546968529,NA
"95",ADCY7,0.589228735134987,0.0105455918834288,0.0649572417705232,0.162346669839886,0.87103286489632,NA
"96",ADCY9,0.822682685990359,0.10628326823017,0.0899304856883962,1.1818380320822,0.237269973923004,NA
"97",ADD1,1.99288523919779,-0.0245448201575558,0.121131691287558,-0.202629220286277,0.83942484926754,NA
"98",ADD2,0.221926108513968,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"99",ADD3,1.3849962227598,0.129095475630602,0.101927465891036,1.26654258007955,0.205318895013661,NA
"100",ADH5,0.232952937706026,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"101",ADIPOR1,3.63797092072252,-0.223362240999759,0.159880252694151,-1.39705959451446,0.162395650964706,NA
"102",ADIPOR2,0.725341129045987,-0.00679892288939631,0.0768501365803185,-0.0884698868724916,0.929503217263713,NA
"103",ADNP,2.20601291104431,0.0387070798449532,0.120064523339973,0.322385653715135,0.747160551228209,NA
"104",ADORA2A,0.67105177654808,0.0674255738028641,0.0599717642115195,1.12428864965611,0.260890591945413,NA
"105",ADRA1A,0.221926108513968,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"106",ADRA1B,0.253702846860947,-0.020657135909029,0.0440863492650921,-0.468560818788084,0.639383588994514,NA
"107",ADRA1D,10.1562253616759,0.0525035157529935,0.19163524102916,0.273976307651078,0.784102829020383,0.991812485564529
"108",ADRBK1,1.23297754203402,-0.015525366471061,0.103406094239574,-0.150139762895322,0.880654349268845,NA
"109",ADRBK2,1.29675856966577,0.0614671493760874,0.0914862929136538,0.671872773707216,0.501664694503303,NA
"110",ADSL,0.562814549918787,0.0783402190811082,0.0652277669730146,1.20102561710442,0.229741264448742,NA
"111",ADSS,0.221926108513968,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"112",AEBP1,0.727820787918892,0.0281247589939208,0.0774999577295595,0.362900313985509,0.716679352189121,NA
"113",AEBP2,0.947809337561532,0.0286802799402397,0.0899944473510459,0.31868943900911,0.749962023865544,NA
"114",AES,0.803656578164436,0.0630349103163326,0.0700283454502825,0.900134222949548,0.368048825513779,NA
"115",AFF1,0.557451996788008,0.056538783250916,0.0556123677069739,1.01665844455362,0.309315940761198,NA
"116",AFF2,0.488068751360106,-0.006644283294221,0.0688212469711457,-0.0965440701329738,0.923088474465229,NA
"117",AFF3,0.776741379798889,0.049043037539185,0.0512451839044904,0.957027252172425,0.338553499979562,NA
"118",AFF4,6.56421901808213,0.00774527733565471,0.179473797889765,0.043155476881433,0.965577596300193,0.999306886009384
"119",AFG3L1,0.227199559520143,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"120",AFG3L2,0.457214048792581,0.0632077217515106,0.0616250412078599,1.02568242572548,0.305041300830806,NA
"121",AFTPH,0.83420955780146,0.00881761773134232,0.0791343946585641,0.1114258568526,0.91127865692517,NA
"122",AGAP1,0.820957914131058,0.0531204101989027,0.086789091181489,0.612063215269992,0.540495933861934,NA
"123",AGAP3,0.354641098224566,0.0306025879395427,0.049354963123526,0.620050872349965,0.535224294742859,NA
"124",AGAP9,0.227199559520143,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"125",AGBL5,0.221926108513968,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"126",AGFG1,2.075906516514,-4.84035973292575e-05,0.130084552946763,-0.000372093351845292,0.999703112466236,NA
"127",AGGF1,3.47109764115129,0.0798486593028514,0.158632096220009,0.503357524772972,0.614712929076959,NA
"128",AGL,0.364665901117931,-0.0149542578580022,0.0498421363524249,-0.300032441472077,0.764152410178184,NA
"129",AGPAT3,0.706357078602597,0.0733609637257273,0.0782060443083599,0.938047236304027,0.348220135586663,NA
"130",AGPAT5,0.238685344479014,-0.00268655585394409,0.0443116340121988,-0.0606286794390044,0.951654932642571,NA
"131",AGPS,0.703699381686615,0.0304042612430844,0.0768495376974866,0.395633625836096,0.692375327095651,NA
"132",AGRN,0.481794244585541,0.0296398874038672,0.0614428579084539,0.482397603445283,0.629523523271873,NA
"133",AGTPBP1,0.457515771723081,0.0632326247738386,0.061632754926942,1.02595811024176,0.304911329721278,NA
"134",AHCTF1,0.57070364045841,0.0306857208293485,0.0550421775744671,0.557494673749663,0.577189497154833,NA
"135",AHCY,0.238685344479014,-0.00268655585394409,0.0443116340121988,-0.0606286794390044,0.951654932642571,NA
"136",AHCYL1,6.17584706900252,0.405343531472488,0.169694171619969,2.38867091075029,0.0169094413024672,0.337992458343896
"137",AHCYL2,0.367302626621019,-0.015021289982401,0.0499518987742663,-0.300715094941285,0.763631757177414,NA
"138",AHDC1,0.369106418469255,-0.020647733251691,0.0583850573489359,-0.353647563079208,0.723603024662456,NA
"139",AHNAK,142.723169590797,0.17289579184848,0.182186665432147,0.949003547753463,0.342618807690494,0.891540845901374
"140",AHR,0.693084463519301,0.0538069028237495,0.0675266331980077,0.796824901161177,0.425552731037997,NA
"141",AHSA1,0.949551071144644,0.028480810327803,0.0900015514253278,0.316447993137461,0.751662493809474,NA
"142",AHSA2,0.491517324548405,-0.0298121888598654,0.0533040127109967,-0.559286015135501,0.575966538091597,NA
"143",AIF1,0.253702846860947,-0.020657135909029,0.0440863492650921,-0.468560818788084,0.639383588994514,NA
"144",AIFM1,0.221926108513968,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"145",AIM1,0.833510391169701,0.0305435233834757,0.0690160278539724,0.442556958625629,0.658086222891071,NA
"146",AIP,0.229925387147834,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"147",AK3,0.237814477687458,-0.00267997343889962,0.0442580081867004,-0.0605534127879021,0.951714876604979,NA
"148",AKAP1,0.495957841899729,-0.0409529778947396,0.0622165101688378,-0.65823328540294,0.510388239534844,NA
"149",AKAP10,0.485432025857018,-0.00693961079652363,0.0687809999093042,-0.100894299380269,0.919634368452346,NA
"150",AKAP11,0.877305902871762,0.0106111180342707,0.0932682741285367,0.113769855113295,0.909420235534942,NA
"151",AKAP12,0.349648398735998,0.00792250070244428,0.0492040093255332,0.161013316009049,0.872082912826188,NA
"152",AKAP13,3.04693866841666,0.132581588008746,0.126709328532473,1.04634433426714,0.29540208338337,NA
"153",AKAP5,0.240451203190545,-0.00269987020548988,0.0444198955217784,-0.0607806518627712,0.951533899404827,NA
"154",AKAP6,0.378909488951358,-0.0152732702966418,0.0503622224929974,-0.30326839326373,0.761685331164765,NA
"155",AKAP8,0.224562834017056,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"156",AKAP8L,1.19633956495229,-0.0831865276270364,0.101682731516338,-0.818098868770752,0.413300734772004,NA
"157",AKAP9,2.38599871364524,0.179395029746657,0.106045788596006,1.69167519164842,0.0907079210938601,NA
"158",AKIRIN1,0.348777531944442,0.00791016904840778,0.0491663064584069,0.160885972898931,0.872183210384487,NA
"159",AKIRIN2,0.752099260781351,-0.0102017540226547,0.0837342284030523,-0.121834931989208,0.903029748291891,NA
"160",AKNA,0.787377383935842,0.103442902507854,0.073738074291688,1.40284247319318,0.160663818395812,NA
"161",AKR1A1,0.227199559520143,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"162",AKR1B1,0.227199559520143,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"163",AKT1,1.12049301582567,0.0384103360459826,0.085520670671848,0.44913511253165,0.653334192375782,NA
"164",AKT3,6.52530457816046,0.211853000626255,0.159227884498557,1.33050188598201,0.183352965377532,0.786036652474614
"165",AKTIP,0.504838876602377,-0.0300809613282965,0.0535383312316797,-0.561858403806524,0.574212496215164,NA
"166",ALAS1,0.480940339517796,-0.00609506591782119,0.061397365081228,-0.0992724347332738,0.920921964180385,NA
"167",ALAS2,0.617728600453464,0.0110335865269635,0.0732123082055206,0.150706715816009,0.880207075293639,NA
"168",ALCAM,1.81481212733215,0.131478805566998,0.125129339781349,1.05074322134796,0.293376539450535,NA
"169",ALDH16A1,0.221926108513968,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"170",ALDH1A1,0.67344180902173,-0.0938752682758639,0.0689389226947766,-1.36171649637595,0.173287373123401,NA
"171",ALDH1A2,0.498553480550587,-0.00392820320435938,0.0618165489840915,-0.063546142075487,0.949331617400759,NA
"172",ALDH2,0.477000835315818,0.0365185971275049,0.0685830877861043,0.532472338390456,0.59439889527711,NA
"173",ALDH3A2,0.258143364212271,-0.0219920712732397,0.0454699840686667,-0.483661292689883,0.628626267855918,NA
"174",ALDH5A1,0.237814477687458,-0.00267997343889962,0.0442580081867004,-0.0605534127879021,0.951714876604979,NA
"175",ALDOA,5.58565676540654,0.236531808572118,0.179594260540251,1.31703434096718,0.18782711382251,0.791660261509239
"176",ALG13,0.343614269032509,0.0301737126299423,0.0490133764130418,0.615621996241692,0.538144030342105,NA
"177",ALG1L,0.6064210197438,0.0427182479881076,0.066325560627988,0.644069158008465,0.519530588986966,NA
"178",ALG9,0.253702846860947,-0.020657135909029,0.0440863492650921,-0.468560818788084,0.639383588994514,NA
"179",ALKBH1,0.221926108513968,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"180",ALKBH8,0.221926108513968,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"181",ALMS1,0.338162613777128,0.0299562025898618,0.0488391632512117,0.613364369814805,0.539635439754132,NA
"182",ALOX5,0.459740586201426,0.0198936366237942,0.0521790454190782,0.381257197482584,0.70301241083409,NA
"183",ALOX5AP,0.232952937706026,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"184",ALPK1,0.227288661644747,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"185",ALS2CR8,0.237814477687458,-0.00267997343889962,0.0442580081867004,-0.0605534127879021,0.951714876604979,NA
"186",AMBRA1,1.79285364351922,0.0694378373512539,0.11455103007641,0.606173836280097,0.544399324643589,NA
"187",AMD1,42.8909825708476,-0.198023194622639,0.175908169183459,-1.12571914960991,0.26028441552706,0.854132179377679
"188",AMFR,0.576478104613932,0.101729908687851,0.0740286859942604,1.3741957907471,0.169380907173028,NA
"189",AMMECR1,0.482733242088807,-0.00556227497805792,0.0615158827237613,-0.0904201440632082,0.927953349611988,NA
"190",AMMECR1L,1.44660758037101,0.038302052096416,0.08898059358724,0.430453996228551,0.666865424229833,NA
"191",AMOTL1,0.434979333690411,-0.0418131019936098,0.0522125569562223,-0.800824637427124,0.423233173791245,NA
"192",AMOTL2,0.857899052126402,0.0615721212848108,0.0941869670261403,0.653722306056658,0.513290729594918,NA
"193",AMPD2,0.224562834017056,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"194",AMPD3,0.237814477687458,-0.00267997343889962,0.0442580081867004,-0.0605534127879021,0.951714876604979,NA
"195",AMPH,0.24761754816956,-0.00275333359187876,0.0448518468957854,-0.0613872957846355,0.951050769773532,NA
"196",AMZ2,0.33552588827404,0.029849843878471,0.0487537347096114,0.612257585111451,0.540367347441345,NA
"197",ANAPC1,0.227288661644747,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"198",ANAPC10,0.351915270596876,0.0419529001506142,0.0576163113950573,0.728142762610333,0.466526199176142,NA
"199",ANAPC11,0.353218049295766,0.00797288557245577,0.0493577375246936,0.161532638493953,0.8716739070829,NA
"200",ANAPC13,0.237814477687458,-0.00267997343889962,0.0442580081867004,-0.0605534127879021,0.951714876604979,NA
"201",ANAPC2,0.224562834017056,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"202",ANAPC4,0.227288661644747,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"203",ANAPC5,5.20130461968953,0.103564079174306,0.170832349904334,0.606232246013722,0.544360542879775,0.950016284640889
"204",ANAPC7,0.389435304994069,-0.0399067157331318,0.0510292222679643,-0.78203652651365,0.4341931075804,NA
"205",ANGEL1,0.352285124239086,0.0109554036706655,0.0576850298275301,0.189917621667538,0.849373683680633,NA
"206",ANGEL2,0.238685344479014,-0.00268655585394409,0.0443116340121988,-0.0606286794390044,0.951654932642571,NA
"207",ANGPT1,0.958863210613068,0.0312318157418001,0.0916137509518122,0.340907510251683,0.733173210778104,NA
"208",ANGPTL2,0.370831190328557,0.00814411807424049,0.0498764077467437,0.163285979126518,0.87029327278189,NA
"209",ANK3,2.94186538880952,-0.0494612655129148,0.122222038897865,-0.404683688465115,0.685710033628514,NA
"210",ANKAR,0.224562834017056,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"211",ANKFY1,1.07588451970196,0.00659481118194927,0.0824948206406669,0.079942124011338,0.936283286901794,NA
"212",ANKH,0.384796634160332,0.0114811352695534,0.0590216902113981,0.19452400004865,0.845765605309398,NA
"213",ANKIB1,1.00810691263988,-0.0126733996879769,0.0973312533923137,-0.130208943646232,0.896401118816741,NA
"214",ANKMY2,0.364665901117931,-0.0149542578580022,0.0498421363524249,-0.300032441472077,0.764152410178184,NA
"215",ANKRD10,0.221926108513968,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"216",ANKRD11,0.363943155557323,0.00809863596414278,0.049739203215563,0.162821988302555,0.870658595131668,NA
"217",ANKRD12,1.80840662725658,0.0561407473347143,0.106451662112467,0.527382534200369,0.597927969890803,NA
"218",ANKRD13A,0.359804361136499,0.0110776380608919,0.0579988162426422,0.190997657858185,0.848527428138159,NA
"219",ANKRD13C,1.88942427342448,0.167469438421596,0.118568282873055,1.41243032591522,0.157823292397635,NA
"220",ANKRD17,4.69695792605693,0.0463312523411204,0.151409494421415,0.305999650274029,0.759604912055353,0.989802732827444
"221",ANKRD26,0.332889162770952,0.0243383058916375,0.0440863492650921,0.552059907371573,0.580907309474997,NA
"222",ANKRD26L1,0.332889162770952,0.0243383058916375,0.0440863492650921,0.552059907371573,0.580907309474997,NA
"223",ANKRD27,0.24761754816956,-0.00275333359187876,0.0448518468957854,-0.0613872957846355,0.951050769773532,NA
"224",ANKRD28,0.97402536929532,0.0270201555743079,0.0901184551842496,0.299829324848772,0.764307345800629,NA
"225",ANKRD32,0.352285124239086,0.0109554036706655,0.0576850298275301,0.189917621667538,0.849373683680633,NA
"226",ANKRD33B,0.512518924382362,-0.00644126955476661,0.0694079089852115,-0.0928031062877723,0.926059983202441,NA
"227",ANKRD34A,0.235589663209113,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"228",ANKRD40,1.13953262044477,0.00511869863764709,0.0952180053169776,0.0537576755636407,0.957128230736579,NA
"229",ANKRD44,0.462377311704514,0.0277323102260498,0.0610656156185028,0.454139534092357,0.64972840011213,NA
"230",ANKRD50,0.224562834017056,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"231",ANKRD52,2.40366414666699,-0.0563734643374251,0.142823687568402,-0.394706685544904,0.693059368223238,NA
"232",ANKS1A,0.238685344479014,-0.00268655585394409,0.0443116340121988,-0.0606286794390044,0.951654932642571,NA
"233",ANKS4B,0.652179997440236,-0.0718478502933696,0.0752945524650118,-0.954223751137324,0.339970394578973,NA
"234",ANLN,0.348777531944442,0.00791016904840778,0.0491663064584069,0.160885972898931,0.872183210384487,NA
"235",ANO6,0.74881864350046,-0.00512172425769519,0.0682051927780209,-0.0750928785490605,0.940140813922691,NA
"236",ANP32A,1.94486529588094,0.0147942397454902,0.120351296029935,0.122925470963025,0.902166115675304,NA
"237",ANP32B,0.443852217027937,0.0316502592132159,0.0441593932774835,0.716727673642068,0.473542146895336,NA
"238",ANP32C,0.221926108513968,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"239",ANP32E,3.39685803935372,-0.00932559760063585,0.0588055387591915,-0.158583660611021,0.873996902819803,NA
"240",ANTXR2,1.17991845233548,0.0623543406297191,0.0962227567032245,0.648020725721212,0.516971545311805,NA
"241",ANXA1,0.840294856492847,-0.0144450448018909,0.0605534053919968,-0.238550494532552,0.811454156497223,NA
"242",ANXA11,5.17168293558532,-0.122298549557895,0.16375030362948,-0.746859986498846,0.455148081435118,0.92849643283298
"243",ANXA2,1.17095920478545,0.0474616475716441,0.0846829469896869,0.560462870729147,0.575163758398621,NA
"244",ANXA2P1,0.795376662569708,0.1095359873908,0.0758031385295221,1.44500596565854,0.1484562099704,NA
"245",ANXA2P2,1.07344708441772,0.0395573336922119,0.0854454688406071,0.462954141734578,0.643397238084223,NA
"246",ANXA4,0.33552588827404,0.029849843878471,0.0487537347096114,0.612257585111451,0.540367347441345,NA
"247",ANXA5,0.573340365961498,0.042315347803341,0.0643302561935529,0.657782982800894,0.510677590711932,NA
"248",ANXA6,2.44919267977465,0.103719303036207,0.10607590119195,0.977783849778673,0.32818124035084,NA
"249",ANXA7,0.557451996788008,0.056538783250916,0.0556123677069739,1.01665844455362,0.309315940761198,NA
"250",AOF1,0.221926108513968,0.0153392175315042,0.0440863492650921,0.347935762139641,0.727888426969383,NA
"251",AP1B1,0.449214770158715,0.045104119539451,0.0524267000925869,0.860327265683249,0.389608667103278,NA
"252",AP1G1,3.61087663221945,-0.264387501843142,0.144488410995893,-1.82981804575771,0.0672771514466787,NA
"253",AP1GBP1,1.59235782676881,0.157771929626631,0.0975269137833977,1.61772708174725,0.105721426948649,NA
